word	frequency
ladder	0.0425632778312
vicious	0.00331330905272
lab	0.0117240166481
dinosaurs	0.00433278876126
wrong	0.0196249843892
jumping	0.0198798543163
law	0.00586200832405
types	0.049954505718
las	0.00484252861552
purchase	0.159803444312
third	0.0583652133134
wins	0.0244675130047
dealer	0.000509739854265
appreciate	0.00764609781398
think	0.0818132466096
greek	0.000764609781398
green	0.0226834235148
jungle	0.0563262538963
enter	0.0433278876126
order	0.0660113111274
wind	0.0101947970853
jack	0.00815583766825
operations	0.0155470655551
salon	0.0257418626404
lords	0.00203895941706
catan	0.0214090738791
feedback	0.0899690842778
office	0.0107045369396
deck	0.0247223829319
zen	0.00509739854265
innovative	0.03466231009
responsive	0.0101947970853
japan	0.0015292195628
rewarded	0.00943018730391
atmospheric	0.00458765868839
scoring	0.0226834235148
lovingly	0.00790096774111
fit	0.00688148803258
playhome	0.0262516024947
personal	0.0835973360995
highlights	0.0180957648264
fix	0.0277808220575
crew	0.00637174817832
better	0.0792645473383
production	0.00611687825118
compelling	0.00688148803258
encounter	0.0214090738791
hidden	0.103222320489
easier	0.0231931633691
overcome	0.0155470655551
inventory	0.00331330905272
versus	0.00535226846979
eventually	0.00382304890699
combination	0.019115244535
safe	0.0262516024947
break	0.0308392611831
band	0.00203895941706
effects	0.0611687825118
rental	0.0142727159194
bank	0.0112142767938
shadows	0.00535226846979
backgrounds	0.032623350673
customizable	0.0168214151908
victories	0.00203895941706
victory	0.015292195628
side	0.0359366597257
luck	0.0262516024947
independent	0.00790096774111
series	0.0522483350622
spider	0.0328782206001
joined	0.00229382934419
trading	0.0119788865752
magnets	0.0127434963566
logo	0.0323684807459
ghosts	0.00968505723104
sounds	0.0830875962453
backgammon	0.0109594068667
goo	0.00407791883412
network	0.0920080436949
driving	0.0137629760652
samurai	0.0117240166481
gamezebo	0.00433278876126
god	0.00178408948993
tales	0.0188603746078
outfit7	0.0237029032233
crucial	0.00560713839692
content	0.125905744004
keys	0.00688148803258
encourage	0.0198798543163
vector	0.000509739854265
got	0.0474058064467
size	0.0257418626404
sliding	0.00407791883412
turning	0.000254869927133
u.s.	0.00892044744964
little	0.118514516117
free	0.937666461921
standard	0.0221736836605
campaigns	0.00305843912559
management	0.0395048387056
formation	0.00713635795972
struggle	0.00739122788685
wanted	0.00739122788685
gameplay	0.197014453674
bloons	0.0119788865752
created	0.0588749531677
starts	0.0259967325675
atm	0.0122337565024
messages	0.00203895941706
days	0.0298197814745
outfits	0.0367012695071
creates	0.0129983662838
musicians	0.00484252861552
swiping	0.00433278876126
moving	0.0142727159194
potions	0.0150373257008
user	0.143746638903
already	0.0716184495243
features	0.529874578509
elmo	0.015292195628
rank	0.0183506347536
restrict	0.0410340582684
fantasy	0.0275259521303
featured	0.00764609781398
floors	0.00815583766825
delicious	0.0688148803258
comic	0.00458765868839
electronic	0.0107045369396
magnificent	0.00305843912559
toy	0.0198798543163
service	0.151392736717
lego	0.0675405306902
tos	0.00560713839692
top	0.13508106138
girls	0.0512288553537
needed	0.0410340582684
portugus	0.00611687825118
master	0.123102174805
tom	0.0147824557737
hollywood	0.0137629760652
john	0.00101947970853
dogs	0.00484252861552
listen	0.017331155045
danish	0.00331330905272
rewards	0.106025889687
rest	0.0129983662838
tool	0.0137629760652
serve	0.0519934651351
took	0.00688148803258
japanese	0.0417986680498
summon	0.000254869927133
begins	0.0122337565024
nail	0.00611687825118
composer	0.00382304890699
guild	0.00203895941706
target	0.0107045369396
elegant	0.00560713839692
database	0.00713635795972
tree	0.0208993340249
scenes	0.0124886264295
project	0.00764609781398
matter	0.013508106138
fabulous	0.0145275858466
iron	0.000509739854265
knights	0.00764609781398
devious	0.00560713839692
feeling	0.00586200832405
powers	0.0410340582684
turrets	0.00305843912559
mini	0.0660113111274
fashion	0.0843619458809
runner	0.0303295213288
navigate	0.0145275858466
modern	0.0201347242435
mind	0.0285454318389
seen	0.0155470655551
items-	0.0107045369396
tells	0.00586200832405
contents	0.00739122788685
gear	0.0127434963566
strength	0.0117240166481
realm	0.00305843912559
convenient	0.00458765868839
responsible	0.0122337565024
sound	0.0889496045693
recommended	0.0127434963566
contact	0.170507981252
chess	0.0219188137334
doors	0.00993992715817
season	0.00688148803258
blue	0.0259967325675
acquire	0.0124886264295
object	0.0163116753365
mario	0.0155470655551
optimized	0.0216639438063
regular	0.024977252859
letter	0.0395048387056
coin	0.0234480332962
episode	0.0351720499443
treats	0.0226834235148
coppa	0.0101947970853
cops	0.000764609781398
medical	0.011469146721
devastating	0.00739122788685
flow	0.0303295213288
dog	0.00993992715817
competitors	0.0203895941706
definitely	0.0186055046807
tech	0.0158019354822
entertaining	0.0277808220575
consumer	0.0239577731505
dot	0.0124886264295
marvel	0.00203895941706
selected	0.0165665452636
saga	0.113671987501
queen	0.0231931633691
ending	0.00739122788685
colors	0.094047003112
chord	0.00178408948993
solutions	0.00509739854265
guilds	0.00407791883412
participate	0.0137629760652
earth	0.0147824557737
greatly	0.000764609781398
eula	0.00764609781398
enjoyed	0.0198798543163
lessons	0.0150373257008
layout	0.011469146721
menu	0.0894593444236
theme	0.0160568054094
rich	0.0180957648264
personality	0.00586200832405
ipad	0.00586200832405
tiles	0.0813035067553
colorful	0.0705989698158
stop	0.0351720499443
pocket	0.0234480332962
report	0.0183506347536
services.storm8	0.0137629760652
earn	0.17687972943
bar	0.00458765868839
die	0.00815583766825
countries	0.0316038709645
twice	0.00688148803258
bad	0.019115244535
shots	0.0109594068667
release	0.0310941311102
steal	0.0122337565024
setup	0.0349171800172
respond	0.0226834235148
fair	0.00560713839692
zones	0.00943018730391
analytics	0.021154203952
result	0.0163116753365
hero	0.0242126430776
best	0.410850322538
techniques	0.00637174817832
brazil	0.00458765868839
lots	0.0683051404716
game-	0.0117240166481
rings	0.0104496670124
//www.youtube.com/gameloftdiscover	0.00229382934419
score	0.167449542126
finger	0.0400145785598
pets	0.0127434963566
props	0.00713635795972
drawn	0.0124886264295
caves	0.0160568054094
approach	0.0129983662838
pirate	0.0183506347536
co.	0.019115244535
wage	0.00101947970853
terms	0.233715723181
attwitter	0.0124886264295
nature	0.00305843912559
personalize	0.028800301766
boss	0.0463863267381
wear	0.0104496670124
clues	0.0280356919846
news	0.104496670124
kitchen	0.0519934651351
received	0.00382304890699
protect	0.0188603746078
country	0.0395048387056
adventures	0.0522483350622
players	0.350955889662
gamer	0.0168214151908
logic	0.0374658792885
requests	0.0267613423489
tone	0.00433278876126
prepared	0.0160568054094
royal	0.013508106138
active	0.0338977003086
tons	0.0435827575397
majestic	0.00382304890699
yahtzee	0.0193701144621
bingo	0.0252321227861
strong	0.0132532362109
defy	0.000254869927133
asks	0.00509739854265
rangers	0.0104496670124
holdings	0.0188603746078
single-player	0.00790096774111
three	0.123102174805
tiny	0.0229382934419
quickly	0.0420535379769
much	0.0996541415089
tripeaks	0.0224285535877
interest	0.032623350673
basic	0.0328782206001
dozens	0.0331330905272
dots	0.0504642455723
life	0.0866557752251
families	0.0219188137334
relaxing	0.0183506347536
craft	0.0201347242435
tapping	0.0188603746078
child	0.150373257008
catch	0.0303295213288
spin	0.0234480332962
combos	0.0224285535877
tank	0.00458765868839
air	0.0226834235148
aim	0.0163116753365
trolls	0.00917531737678
teachers	0.0107045369396
aid	0.0180957648264
voice	0.0267613423489
employees	0.00433278876126
upgrade	0.10220284078
pyramid	0.0219188137334
played	0.103222320489
iq	0.000254869927133
accessories	0.0420535379769
ii	0.0321136108187
player	0.22046248697
cant	0.0127434963566
experts	0.0165665452636
mouse	0.0203895941706
id	0.0109594068667
hone	0.00662661810545
perform	0.0252321227861
things	0.0532678147707
make	0.436592185178
complex	0.00611687825118
harmony	0.00229382934419
babies	0.0471509365195
several	0.0310941311102
showing	0.00535226846979
wheel	0.0165665452636
fairly	0.00713635795972
raid	0.000764609781398
social	0.264045244509
evil	0.046131456811
hand	0.0598944328762
characters	0.21689430799
animations	0.03466231009
protected	0.00101947970853
opportunity	0.0188603746078
kid	0.0415437981226
scenario	0.0101947970853
programs	0.0163116753365
youre	0.0382304890699
fusion	0.00611687825118
materials	0.0104496670124
greatest	0.0147824557737
hearts	0.0420535379769
read_phone_state	0.0122337565024
musical	0.0247223829319
left	0.0899690842778
leagues	0.00382304890699
zynga	0.0219188137334
photo	0.0214090738791
rush	0.0425632778312
fighters	0.00331330905272
identify	0.0282905619117
thanks	0.0277808220575
human	0.0124886264295
yet	0.0458765868839
previous	0.00943018730391
adding	0.00917531737678
eli	0.00305843912559
pac-man	0.0272710822032
unable	0.00739122788685
character	0.0700892299615
potential	0.0621882622204
collections	0.00866557752251
board	0.182486867827
easy	0.255889406841
prison	0.000509739854265
save	0.146550208101
humanity	0.00458765868839
features-	0.0117240166481
maya	0.0129983662838
survival	0.00688148803258
possible	0.0853814255895
boxes	0.0150373257008
background	0.0303295213288
performance	0.0226834235148
altitude	0.0104496670124
shadow	0.00713635795972
unique	0.259967325675
advanced	0.0369561394342
apart	0.000254869927133
ninjas	0.0265064724218
gift	0.00764609781398
xp	0.00917531737678
hunt	0.0137629760652
zoom	0.0104496670124
specific	0.0242126430776
steps	0.00892044744964
avatar	0.0117240166481
zombies	0.0160568054094
night	0.0356817897986
security	0.00509739854265
accuracy	0.0015292195628
www.glu.com	0.011469146721
portuguese	0.0412889281955
right	0.146550208101
old	0.0637174817832
deal	0.0193701144621
people	0.0680502705444
successfully	0.00509739854265
crown	0.00611687825118
dead	0.00943018730391
alice	0.00815583766825
chests	0.00484252861552
escape	0.0841070759538
contests	0.00484252861552
tutorial	0.0183506347536
enemies	0.0920080436949
shapes	0.044092497394
clash	0.00407791883412
bottom	0.0265064724218
fox	0.00739122788685
ice	0.0517385952079
creative	0.0359366597257
everything	0.0558165140421
unit	0.00866557752251
beating	0.00866557752251
adorable	0.0237029032233
christmas	0.00713635795972
booking	0.0226834235148
core	0.0272710822032
knew	0.00305843912559
digimon	0.0257418626404
payment	0.0305843912559
burn	0.0104496670124
deadly	0.0142727159194
corp	0.00280356919846
losing	0.00305843912559
post	0.0178408948993
super	0.116220686773
properties	0.0242126430776
chapter	0.00968505723104
attacks	0.00611687825118
months	0.00509739854265
ranges	0.00203895941706
site.privacy	0.00280356919846
dinner	0.0193701144621
plus	0.063462611856
bandai	0.021154203952
islands	0.0188603746078
automatically	0.0242126430776
destination	0.00917531737678
whats	0.00790096774111
battlefield	0.00560713839692
puzzle	0.228873194565
pokmon	0.0328782206001
bath	0.0158019354822
shoots	0.011469146721
rounds	0.0122337565024
methods	0.00866557752251
wan	0.00331330905272
spongebob	0.0310941311102
amazingly	0.00458765868839
support	0.300491644089
constantly	0.00790096774111
fight	0.0553067741878
stuck	0.0142727159194
editor	0.0168214151908
way	0.265064724218
call	0.0496996357909
war	0.0140178459923
launching	0.00892044744964
happy	0.03644639958
head	0.0417986680498
battery	0.0015292195628
form	0.0280356919846
offer	0.0410340582684
preschoolers	0.0165665452636
becoming	0.00407791883412
wireless	0.0180957648264
taken	0.00943018730391
talents	0.00535226846979
hear	0.0734025390142
solar	0.013508106138
removed	0.00790096774111
true	0.0550519042607
high-quality	0.0122337565024
detective	0.00560713839692
versions	0.0196249843892
inside	0.0389950988513
maximum	0.0214090738791
devices	0.193446274694
retire	0.0150373257008
decorate	0.0504642455723
read_contacts	0.00280356919846
stages	0.0344074401629
delete	0.0259967325675
later	0.0142727159194
classic	0.167449542126
request	0.0107045369396
tournament	0.0183506347536
drive	0.0208993340249
kingdom	0.0221736836605
ship	0.0216639438063
trip	0.0219188137334
physical	0.00739122788685
floor	0.00993992715817
agreeing	0.0231931633691
na	0.00917531737678
reality	0.00866557752251
setting	0.0259967325675
role	0.0147824557737
digital	0.0259967325675
test	0.0751866285041
developers	0.0201347242435
roll	0.040269448487
tic	0.00815583766825
picture	0.0196249843892
klondike	0.0170762851179
models	0.0226834235148
surprise	0.0392499687784
welcome	0.0280356919846
update	0.0372110093614
trailers	0.00790096774111
journey	0.0407791883412
and/or	0.0142727159194
scores	0.106025889687
reflexes	0.0101947970853
unlocking	0.0109594068667
explosions	0.00101947970853
younger	0.00739122788685
castaway	0.000509739854265
spades	0.0491898959366
longer	0.032623350673
bullet	0.0104496670124
domination	0.00127434963566
daily	0.121827825169
time	0.396832476546
push	0.0443473673211
serious	0.00662661810545
//www.storm8-studios.com/terms/	0.0168214151908
paced	0.0124886264295
songs	0.0588749531677
neighbors	0.0119788865752
precise	0.015292195628
childs	0.0198798543163
managed	0.00407791883412
chain	0.0160568054094
themed	0.0221736836605
dance	0.0458765868839
global	0.0530129448436
focus	0.0280356919846
themes	0.0290551716931
comments	0.0695794901072
skin	0.00841070759538
battle	0.0965957023833
sega	0.046131456811
row	0.0198798543163
editors	0.00509739854265
environment	0.0254869927133
chances	0.00611687825118
finally	0.00841070759538
oz	0.00968505723104
rhythm	0.00407791883412
marks	0.0451119771025
eliminate	0.0015292195628
division	0.017331155045
smartphone	0.0247223829319
advantage	0.0168214151908
cheap	0.013508106138
choice	0.0463863267381
gameplay.-	0.00560713839692
embark	0.00841070759538
vegas	0.0119788865752
tanks	0.00688148803258
artwork	0.00866557752251
cook	0.0290551716931
word	0.197779063455
trouble	0.0165665452636
blast	0.0619333922932
minute	0.013508106138
cool	0.067285660763
impressive	0.00586200832405
tegra	0.00815583766825
level	0.261241675311
turns	0.0180957648264
registered	0.0257418626404
accidentally	0.00815583766825
leave	0.0509739854265
item	0.00713635795972
engrossing	0.00917531737678
offering	0.0140178459923
subway	0.0198798543163
team	0.0851265556623
quick	0.0328782206001
loads	0.0101947970853
round	0.0186055046807
upper	0.0127434963566
unexpected	0.00968505723104
htc	0.00203895941706
discover	0.127689833493
sign	0.038485358997
cost	0.0155470655551
soldiers	0.0015292195628
targets	0.00688148803258
adds	0.0137629760652
appear	0.0129983662838
barbie	0.00509739854265
assistance	0.0147824557737
current	0.0267613423489
goes	0.0316038709645
shared	0.00560713839692
falling	0.00611687825118
appeal	0.00662661810545
boost	0.0372110093614
filled	0.0400145785598
solitaire	0.194465754402
satisfy	0.00866557752251
makeup	0.0430730176854
french	0.0677954006173
understanding	0.024977252859
water	0.0504642455723
downloaded	0.011469146721
entertain	0.00713635795972
witch	0.0140178459923
groups	0.00968505723104
address	0.015292195628
alone	0.0270162122761
along	0.0606590426576
www.ea.com/1/service-updates	0.00993992715817
appears	0.00892044744964
change	0.0774804578483
wait	0.0201347242435
box	0.0158019354822
boy	0.0145275858466
incoming	0.00739122788685
battling	0.00611687825118
brilliant	0.00688148803258
jungles	0.00254869927133
shooter	0.0323684807459
trial	0.00815583766825
historical	0.00535226846979
suggestion	0.0101947970853
boo	0.0387402289242
usually	0.00560713839692
turner.com	0.00662661810545
breathtaking	0.00611687825118
tasks	0.0226834235148
love	0.24085208114
gamepad	0.0127434963566
extra	0.0818132466096
prefer	0.00688148803258
threes	0.00280356919846
logical	0.0183506347536
italiano	0.00127434963566
rovio	0.057600603532
market	0.0252321227861
sky	0.0382304890699
vivid	0.0163116753365
working	0.0265064724218
prove	0.0265064724218
angry	0.0731476690871
visit	0.157764484895
sports	0.013508106138
scenarios	0.0145275858466
territories	0.00127434963566
live	0.0354269198714
wood	0.0132532362109
prey	0.00356817897986
iphone	0.00688148803258
memory	0.146550208101
sharpen	0.00866557752251
today	0.094047003112
introducing	0.00993992715817
sharing	0.0109594068667
fierce	0.00637174817832
towers	0.0109594068667
share	0.1315128824
upgradable	0.00254869927133
visual	0.0425632778312
everywhere	0.0168214151908
cases	0.00968505723104
fly	0.0560713839692
logos	0.0158019354822
graphic	0.00841070759538
car	0.0588749531677
cat	0.021154203952
reviews	0.0415437981226
impasse	0.00433278876126
minimum	0.0119788865752
leaderboard	0.0542872944793
following	0.0410340582684
making	0.0553067741878
dodge	0.0208993340249
crazy	0.0417986680498
lightbot	0.00713635795972
figure	0.0140178459923
nexus	0.00917531737678
expanding	0.0104496670124
awesome	0.088439864715
agent	0.0127434963566
topic	0.00509739854265
allowed	0.0104496670124
spanning	0.00280356919846
counting	0.0206444640977
clothing	0.0229382934419
swedish	0.0119788865752
requirements	0.0107045369396
tilt	0.0226834235148
toucharcade	0.0112142767938
watching	0.0165665452636
magazine	0.00203895941706
trophies	0.00943018730391
write	0.0361915296528
interest-based	0.00764609781398
pure	0.0122337565024
tile	0.0242126430776
ensure	0.0127434963566
teasers	0.0127434963566
absolute	0.00586200832405
economy	0.00535226846979
map	0.0512288553537
product	0.0216639438063
designer	0.00892044744964
crashes	0.00356817897986
huge	0.0397597086327
may	0.466157096726
max	0.00331330905272
dive	0.015292195628
power-ups	0.0677954006173
spot	0.0145275858466
respective	0.000764609781398
applications	0.0198798543163
designed	0.100163881363
improving	0.0231931633691
heroes	0.0731476690871
truly	0.0208993340249
data	0.245439739829
grow	0.0591298230948
times	0.0392499687784
stress	0.00713635795972
natural	0.0155470655551
remember	0.0361915296528
maybe	0.00713635795972
tale	0.00764609781398
inhabitants	0.00484252861552
switch	0.0193701144621
truck	0.00943018730391
unleash	0.0265064724218
talk	0.0140178459923
sd	0.0112142767938
cute	0.0639723517103
shoes	0.0208993340249
disclosure	0.00892044744964
displayed	0.0107045369396
years	0.0568359937506
playful	0.0104496670124
brain	0.103732060343
episodes	0.015292195628
tablets	0.0504642455723
equip	0.0219188137334
cold	0.00790096774111
still	0.0323684807459
birds	0.120043735679
police	0.00611687825118
thank	0.0807937669011
interesting	0.024977252859
hot	0.0270162122761
platform	0.0214090738791
offers	0.0578554734591
policy	0.367777304852
mail	0.00790096774111
main	0.0313490010373
prisoners	0.000509739854265
texas	0.00127434963566
instantly	0.0145275858466
nom	0.032623350673
matches	0.0446022372482
killer	0.00280356919846
doll	0.0163116753365
records	0.00509739854265
touching	0.00662661810545
conquer	0.0158019354822
son	0.00764609781398
hall	0.00943018730391
//www.rovio.com/eulaprivacy	0.0446022372482
permissions	0.0519934651351
wont	0.0178408948993
name	0.0522483350622
corners	0.0119788865752
drop	0.0471509365195
arrows	0.0150373257008
possibilities	0.00815583766825
realistic	0.0448571071754
rock	0.0132532362109
entirely	0.00713635795972
square	0.0316038709645
ea	0.015292195628
challenges	0.128964183129
unlock	0.26047706553
replay	0.0160568054094
year	0.0226834235148
eu	0.0107045369396
girl	0.0277808220575
tuned	0.0107045369396
amusement	0.00382304890699
plans	0.00841070759538
living	0.00713635795972
shown	0.0165665452636
accomplish	0.00815583766825
opened	0.00611687825118
space	0.0558165140421
profit	0.0117240166481
fu	0.00586200832405
multiplayer	0.0943018730391
increase	0.0310941311102
seriously	0.017331155045
exploding	0.0112142767938
dutch	0.0203895941706
formula	0.00815583766825
squares	0.00892044744964
correct	0.0107045369396
shows	0.0165665452636
eagle	0.0124886264295
costumes	0.0198798543163
monster	0.057600603532
defenses	0.00713635795972
cars	0.0458765868839
million	0.0392499687784
possibility	0.0107045369396
quite	0.0112142767938
complicated	0.0107045369396
trademarks	0.0303295213288
card	0.186309916734
care	0.0563262538963
advance	0.0142727159194
training	0.0395048387056
tabtale	0.0270162122761
language	0.0168214151908
headphones	0.00280356919846
pandemic	0.0104496670124
motion	0.00739122788685
turn	0.10398693027
butterflies	0.00841070759538
plane	0.00611687825118
place	0.0647369614917
massive	0.0180957648264
swing	0.0170762851179
lighting	0.00739122788685
promotion	0.0109594068667
star	0.0932823933306
childhood	0.0226834235148
teammates	0.00382304890699
first	0.155980395405
exotic	0.0198798543163
flying	0.0237029032233
saving	0.00815583766825
dungeons	0.00688148803258
waves	0.0119788865752
one	0.377717232011
simplified	0.0168214151908
fast	0.0935372632577
directly	0.0231931633691
spanish	0.0680502705444
hairstyles	0.0101947970853
impossible	0.0178408948993
array	0.00382304890699
open	0.0626980020746
profiles	0.00305843912559
millions	0.0275259521303
city	0.0945567429662
given	0.0158019354822
silent	0.000254869927133
action-packed	0.0142727159194
v	0.00229382934419
anyone	0.0239577731505
espaol	0.00611687825118
downloadable	0.00484252861552
white	0.0265064724218
rummy	0.0193701144621
structures	0.00917531737678
iap	0.00382304890699
friend	0.0410340582684
gives	0.0229382934419
exploring	0.00560713839692
eyes	0.0168214151908
brains	0.00509739854265
released	0.0117240166481
ridiculous	0.00229382934419
minimalistic	0.00764609781398
badges	0.00815583766825
flowers	0.0270162122761
titans	0.000509739854265
wide	0.0285454318389
effective	0.00586200832405
rival	0.00127434963566
require	0.0971054422376
recruit	0.00407791883412
future	0.0372110093614
venture	0.011469146721
fruits	0.0231931633691
cards	0.172801810596
outcome	0.00764609781398
storm8www.storm8.comfacebook.com/storm8twitter.com/storm8	0.0119788865752
published	0.0183506347536
san	0.00305843912559
pro	0.0196249843892
turned	0.00611687825118
locations	0.0665210509816
jewels	0.0300746514017
voices	0.00458765868839
dash	0.0843619458809
say	0.0354269198714
breakfast	0.0186055046807
recover	0.00560713839692
leaderboards	0.0973603121647
zoe	0.00407791883412
fashionable	0.00458765868839
warriors	0.00382304890699
sending	0.00560713839692
upgrading	0.00509739854265
ideas	0.0242126430776
note	0.173821290304
equipment	0.015292195628
ideal	0.011469146721
animation	0.0165665452636
take	0.324704287167
online	0.193701144621
objective	0.00331330905272
destroy	0.0338977003086
strengths	0.000764609781398
relaxed	0.00458765868839
channel	0.0198798543163
ultimate	0.0795194172654
begin	0.0341525702358
sure	0.094047003112
multiple	0.099909011436
normal	0.00968505723104
track	0.0484252861552
price	0.0374658792885
nvidia	0.0160568054094
pharaoh	0.00127434963566
paid	0.0186055046807
satisfying	0.0107045369396
importantly	0.00433278876126
america	0.0226834235148
pages	0.00943018730391
physics-based	0.013508106138
icon	0.00611687825118
pencils	0.011469146721
forever	0.0155470655551
especially	0.0117240166481
surprising	0.00841070759538
notifications	0.0265064724218
proud	0.0170762851179
hungry	0.0410340582684
farkle	0.0163116753365
clearing	0.00586200832405
professional	0.0163116753365
hedgehog	0.0331330905272
laws	0.0104496670124
shop	0.0601493028033
rating	0.0221736836605
walking	0.00127434963566
shot	0.0104496670124
show	0.0843619458809
german	0.0522483350622
scoreboard	0.00509739854265
//www.sega.com/mprivacy	0.0214090738791
bright	0.0252321227861
drawings	0.0275259521303
corner	0.0214090738791
boggle	0.00662661810545
crane	0.011469146721
ground	0.0175860249722
slot	0.0015292195628
slow	0.0140178459923
dice	0.195230364184
title	0.00892044744964
treasure	0.0379756191428
written	0.00280356919846
crime	0.00127434963566
going	0.0568359937506
black	0.0379756191428
ranking	0.0221736836605
cannon	0.00662661810545
soon	0.0397597086327
storm8www.storm8-studios.comfacebook.com/storm8twitter.com/storm8	0.0186055046807
clans	0.00101947970853
trade	0.0698343600344
gem	0.0158019354822
reveal	0.0124886264295
regarding	0.0231931633691
resource	0.00331330905272
artist	0.00611687825118
apply.important	0.017331155045
friends-	0.00739122788685
source	0.00229382934419
bombs	0.0183506347536
powerups	0.0147824557737
uncover	0.0178408948993
vision	0.0155470655551
beethoven	0.00509739854265
keyboard	0.00841070759538
seat	0.00637174817832
collects	0.0331330905272
palette	0.00407791883412
detect	0.00739122788685
ways	0.0265064724218
subsequent	0.0356817897986
review	0.024977252859
sites	0.0295649115474
weapons	0.0425632778312
enough	0.040269448487
diamonds	0.0165665452636
exploration	0.00178408948993
reading	0.0305843912559
decks	0.00943018730391
tsum	0.0142727159194
notice	0.0351720499443
mature	0.00611687825118
vertical	0.0132532362109
parental	0.00892044744964
screen	0.160313184166
killing	0.00892044744964
guitar	0.00968505723104
real-life	0.0132532362109
awards	0.0254869927133
jets	0.0137629760652
cities	0.0354269198714
come	0.101693100926
reaction	0.00790096774111
dates	0.00407791883412
installation	0.00841070759538
missions	0.0586200832405
many	0.203386201852
region	0.00127434963566
according	0.0178408948993
contract	0.00560713839692
tour	0.00484252861552
rankings	0.00637174817832
spare	0.0132532362109
franchise	0.00637174817832
comes	0.0298197814745
duty	0.00433278876126
color	0.144256378757
endless	0.061423652439
period	0.0186055046807
pop	0.0598944328762
satisfaction	0.00305843912559
learning	0.127689833493
boat	0.0104496670124
survivors	0.00892044744964
combines	0.00739122788685
capable	0.000254869927133
west	0.00203895941706
informed	0.00254869927133
