word	frequency
world	1.04472739145
touch	0.261181847862
password	0.522363695723
ads	0.130590923931
extra	0.326477309827
advertisements	0.130590923931
blog	0.163238654913
in-game	0.130590923931
parents	0.0979431929481
prison	0.0652954619654
input	0.130590923931
save	0.163238654913
balloons	0.0652954619654
take	0.424420502775
real	0.391772771792
aspects	0.130590923931
around	0.0979431929481
emergency	0.130590923931
worlds	0.0652954619654
characters	0.261181847862
big	0.391772771792
environments	0.0979431929481
using	0.750897812602
unique	0.163238654913
dreams	0.0979431929481
like	0.946784198498
collect	0.326477309827
zombies	1.86092066601
tower	0.0652954619654
google	0.424420502775
people	0.0652954619654
twitter	0.326477309827
back	0.163238654913
dead	0.391772771792
hair	0.0652954619654
escape	0.130590923931
home	0.228534116879
newsletter	0.163238654913
tutotoons	0.587659157689
pet	0.0979431929481
everything	0.163238654913
mini-games	0.0652954619654
run	0.326477309827
power	0.0652954619654
agreement	1.07737512243
zombie	1.43650016324
host	0.35912504081
exciting	0.48971596474
stone	0.130590923931
google+	0.163238654913
oh	0.0652954619654
favorite	0.0652954619654
road	0.0326477309827
coins	0.0652954619654
creativity	0.0979431929481
bath	0.0979431929481
stop	0.130590923931
right	0.0326477309827
accounts	0.130590923931
parties	0.130590923931
wan	0.163238654913
log	0.424420502775
prepare	0.0652954619654
jetpack	0.35912504081
way	0.0979431929481
bubble	0.0979431929481
fish	0.0652954619654
happy	0.0326477309827
complete	0.522363695723
form	0.163238654913
becoming	0.195886385896
sequel	0.0652954619654
mini-game	0.293829578844
eas	0.457068233758
info	0.163238654913
rush	0.0652954619654
lovely	0.0652954619654
places	0.0652954619654
inside	0.163238654913
official	0.163238654913
maximum	0.0979431929481
devices	0.130590923931
excitement	0.0326477309827
planes	0.0979431929481
minutes	0.130590923931
agree	0.130590923931
associated	0.130590923931
ad	0.130590923931
pin	0.130590923931
certain	0.261181847862
want	0.0652954619654
variety	0.0652954619654
na	0.163238654913
virtual	0.261181847862
setting	0.130590923931
roll	0.0652954619654
nice	0.0652954619654
welcome	0.0326477309827
robots	0.0979431929481
important	0.163238654913
fresh	0.0979431929481
friends	0.163238654913
meals	0.0979431929481
building	0.0326477309827
land	0.0979431929481
age	0.0326477309827
vehicles	0.0979431929481
daily	0.0979431929481
craft	0.130590923931
time	0.326477309827
gameloft.privacy	0.163238654913
requires	0.457068233758
original	0.0979431929481
