word	weight
food	3.60371415951
big	3.50947007813
environments	0.0979431929481
legendary	0.0326477309827
world	2.27346702787
password	9.80636615133
day	2.18500056037
bank	0.0326477309827
like	1.96965751734
wont	0.0652954619654
easily	2.3080298712
thrill	0.0326477309827
creativity	1.93109031937
cool	1.94084330078
settings	5.51972374101
roll	0.0652954619654
agreement	19.0412464374
fast-paced	0.0652954619654
slide	0.195886385896
mode	0.327610378138
zombies	1.86092066601
found	0.130590923931
tower	0.0652954619654
identifier	0.130590923931
legions	0.0652954619654
google	1.80612098923
people	0.959518036343
house	0.163238654913
energy	0.130590923931
eas	0.457068233758
back	1.67226707378
dead	0.391772771792
challenges	0.759460422046
unlock	0.501352868304
used	1.74279806601
trading	0.0326477309827
connect	0.914968984656
complete	2.99201536588
year	0.228534116879
home	3.79944747865
girl	0.130590923931
newsletter	0.163238654913
tutotoons	0.587659157689
event	0.0979431929481
special	0.729474133552
really	1.91187549033
living	0.0979431929481
collect	1.25460977328
pet	0.0979431929481
defend	0.228534116879
may	1.68086155738
encourage	0.130590923931
race	0.538217049797
mini-games	0.0652954619654
internet	0.594411405345
in-game	1.05428524981
achievements	1.34837534581
power-ups	5.77875148204
run	1.92625049401
monster	5.10115451622
power	0.6518862995
defenses	0.424420502775
million	0.293829578844
iconic	0.130590923931
free	0.487452897506
zombie	1.43650016324
monsters	0.0652954619654
completely	1.05573344383
cookie	8.04187986513
teach	0.0979431929481
exciting	3.21848386562
beginning	0.0326477309827
card	1.57710112266
care	2.8980918066
stone	0.130590923931
google+	0.163238654913
prepare	0.0652954619654
created	8.87242651787
craft	0.130590923931
favorite	0.554526657367
days	0.0652954619654
times	0.0979431929481
disable	3.8557221427
clothes	0.163238654913
objectives	0.0326477309827
road	0.0326477309827
adventure	0.465802392188
feed	0.0652954619654
info	0.163238654913
acceptance	0.457068233758
saving	0.0326477309827
features	1.04743924169
visit	3.10409510142
coming	0.522363695723
powerful	4.11736043095
number	0.926550870537
one	0.345737268156
restrict	0.0979431929481
plants	1.86092066601
accounts	0.130590923931
delicious	0.948856724828
parties	0.130590923931
next	4.42883923424
wan	0.163238654913
city	0.345271314964
horse	0.0652954619654
toy	0.0652954619654
log	0.424420502775
service	1.29389553386
privacy	2.85971830462
jetpack	0.35912504081
girls	1.91187549033
system	1.44333135608
meals	0.0979431929481
attack	0.130590923931
way	0.369506705342
show	1.54798378069
bubble	0.0979431929481
twitter	1.36854335312
store	5.76019018177
happy	0.0326477309827
media	2.22775057134
option	1.02068253268
form	0.163238654913
adjusting	0.130590923931
hotel	0.0652954619654
mini-game	0.293829578844
part	0.0326477309827
technologies	0.0979431929481
begins	0.0326477309827
jump	1.46514641334
rush	0.0652954619654
lovely	0.0652954619654
places	0.0652954619654
things	1.22579576892
require	2.68967260581
official	2.19341879883
rooms	0.0652954619654
maximum	0.0979431929481
levels	1.52899326348
excitement	0.0326477309827
exclusive	0.0979431929481
iron	0.130590923931
fruits	0.0979431929481
minutes	0.130590923931
agree	0.130590923931
bath	0.0979431929481
mini	1.97831131817
hairstyle	0.0652954619654
villains	0.0979431929481
ad	0.130590923931
videos	0.0652954619654
runner	0.228534116879
certain	4.34222568989
ram	0.424420502775
turned	0.130590923931
locations	2.45393980559
bugs	0.0326477309827
dash	5.03094728723
right	0.222775057134
need	2.20562059877
invite	0.0652954619654
leaderboards	1.34131578902
strength	0.130590923931
zoe	0.0979431929481
want	0.300694032516
incredible	0.0652954619654
na	0.163238654913
user	4.5423992146
relax	0.0652954619654
purchasing	0.0979431929481
mix	0.0979431929481
points	3.15387036377
build	2.16703180576
online	0.674187672904
finding	0.163238654913
becoming	0.195886385896
medals	0.130590923931
nice	0.0652954619654
sequel	0.0652954619654
customize	2.38096018312
welcome	0.0326477309827
robots	0.0979431929481
town	0.0652954619654
tilt	0.0979431929481
important	2.00149465393
fresh	0.0979431929481
device	0.890436549119
hair	0.0652954619654
friends	0.28239783477
payment	0.130590923931
building	0.0326477309827
land	0.0979431929481
mobile	3.1611589384
medical	0.0326477309827
vehicles	0.0979431929481
hungry	0.0652954619654
daily	0.803947643421
train	0.0652954619654
clean	0.0979431929481
time	0.822708142914
professional	0.130590923931
requires	6.52123349064
original	1.00336024427
