word	weight
developer	0.683081621515
perfect	0.999405939809
tables	0.240205223881
style	1.50976923974
tablet	0.697031043277
application	0.889024782199
personal	0.440965470527
jackpots	0.163246268657
amazing	0.460016777171
winning	0.66788829291
better	1.52992303355
simple	0.195943989626
lets	0.0594682835821
offers	0.381699567483
board	0.428112997556
easy	0.756433942402
policy	0.112518395088
save	0.161851930005
texas	0.576026119403
real	2.5369876052
good	0.328919281578
around	0.809339268537
payouts	0.125932835821
rules	1.310130332
big	0.704158776135
practice	1.90522975874
possible	0.600903179996
effects	1.23907829019
zynga	0.150419776119
hands	0.148087686567
press	0.0466417910448
using	0.139267176455
unique	0.352673965372
day	0.376720616809
advanced	0.0804570895522
thrill	1.96437733209
mystery	0.0548041044776
fortune	0.0804570895522
name	1.00428109074
gift	0.0559701492537
fully	0.0524720149254
make	0.608458236108
settings	0.0667317245961
specific	0.0757929104478
collect	0.345818922919
audience	3.02419108114
continue	0.0594682835821
mode	0.343727155272
night	0.0652985074627
become	0.507567258455
page	1.46174061939
spins	0.223880597015
luck	0.0804570895522
studios	0.390553757508
everyone	0.695882654386
people	1.07557628402
absolutely	0.0792910447761
house	0.442877798507
twitter	0.282722265957
poker	2.23414179104
challenges	0.231248608276
unlock	0.393583506183
sure	0.669520727157
connect	0.593009514875
table	0.261194029851
star	1.50001911549
girl	0.616100163246
bigger	0.0827891791045
doodle	0.0513059701493
tutorial	0.0571361940299
really	0.383022118958
try	0.790303256647
slice	0.0909514925373
network	0.735050918365
entertainment	0.13526119403
avoid	0.831828782225
multiplayer	1.47143767018
legal	0.0594682835821
content	0.824251394533
may	0.233264445978
internet	0.439402886864
got	0.0746268656716
offline	0.251865671642
math	0.933417067411
achievements	0.270694509123
power-ups	0.126863090845
run	0.103446586384
power	0.831583643535
pharaoh	0.0699626865672
nails	0.068796641791
million	0.178579757463
agreement	0.0565563820461
free	1.49566373515
like	0.367587802587
credits	0.122434701493
completely	0.232333612142
put	0.667535197124
exciting	0.403291328314
super	2.10693474445
card	0.439568305506
takes	1.24034913972
payout	0.0851212686567
goods	0.0757929104478
getting	0.0524720149254
favorite	0.662506010626
success	0.778917910448
keep	0.238987821728
turn	0.470961884054
american	0.0571361940299
journey	0.0501399253731
place	1.801204056
oz	0.0513059701493
pockets	0.0501399253731
youve	0.0641324626866
suggestions	1.73450012557
top	0.880482918544
first	0.396206029442
constantly	0.0734608208955
whats	0.0524720149254
features	0.510534070856
feel	1.57966182423
puzzle	0.203788788518
powerful	0.124525186788
number	0.69996870728
rank	0.0466417910448
one	0.355565690194
fantasy	0.048973880597
pop	0.363254129466
right	0.774335514501
long	0.0524720149254
sounds	0.729763900971
range	0.0641324626866
quality	1.05904127367
millions	0.0921175373134
city	0.687502219805
networking	0.824480471428
log	0.170337614811
service	0.631239840337
privacy	0.102199764471
data	0.437077220982
support	1.42412756312
swipe	0.0548041044776
apps	0.625007964787
system	0.200433129729
fast	1.19674549595
start	1.26143582819
master	0.37888681592
stars	0.498926111149
biggest	0.0513059701493
call	0.058302238806
gives	0.0664645522388
rewards	2.8484137026
way	0.803043625896
offer	0.410447761194
zeus	0.0921175373134
back	0.397839595791
prizes.practice	0.0454757462687
hear	1.41382010034
goals	0.0524720149254
ball	1.03978597778
true	1.37675365577
wide	0.0513059701493
made	0.997915401495
monopoly	0.207555970149
roulette	0.374300373134
double	0.124766791045
inside	0.485736940299
device	0.334056446746
smooth	0.0559701492537
imply	0.324160447761
devices	0.309470181732
claim	0.0711287313433
future	0.382462686567
mature	0.0559701492537
cards	1.77469075736
video	2.52186140562
nhng	0.0606343283582
minutes	0.580384211754
age	0.845724695627
bet	0.150419776119
mini	0.450754809369
fashion	1.20250777128
videos	0.964330690299
classic	0.919189795884
well	0.653579757463
pro	0.149253731343
tournament	0.0618003731343
general	0.0606343283582
holdem	0.404617537313
governed	1.26664837293
chat	0.216884328358
need	0.277878467997
dealer	0.0816231343284
complete	0.187383730058
leaderboards	0.250650950653
improving	0.0501399253731
know	1.16225499595
incredible	0.892898787313
amounts	0.0454757462687
virtual	0.343766033116
note	1.04649427441
fire	0.209193430171
in-game	0.366597587604
take	0.149428105985
online	1.12544231055
test	1.62841058215
gambling	0.704291044776
many	1.19249639958
bets	0.205223880597
added	1.24034913972
multiple	0.548540153585
track	0.0548041044776
welcome	1.39292210821
reach	1.23696020764
gifts	0.101445895522
chance	0.0932835820896
important	0.247692253304
and/or	0.102611940299
plenty	0.0443097014925
services	1.01863102315
friends	0.814817909871
amusement	0.0804570895522
give	0.510855354291
room	1.29593926158
mobile	0.205265359647
odds	0.132929104478
wifi	0.048973880597
daily	1.74027808509
ways	0.207801899593
points	0.0980409767999
compete	1.82509064348
time	0.377230451948
starting	0.0501399253731
original	0.256393649021
prizes	0.416277985075
